country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",14-02-2025 17:00:00,20.832874,85.104082,PM10,72,197
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",14-02-2025 17:00:00,20.832874,85.104082,SO2,22,100
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",14-02-2025 17:00:00,20.48891     ,85.84768     ,PM10,90,308
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",14-02-2025 17:00:00,20.48891     ,85.84768     ,SO2,3,29
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",14-02-2025 17:00:00,21.643900,85.599355,NH3,11,13
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",14-02-2025 17:00:00,21.847279,85.416905,PM10,59,172
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM",14-02-2025 17:00:00,18.573040,73.927715,NO2,20,95
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",14-02-2025 17:00:00,18.536457,73.805454,PM2.5,47,91
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",14-02-2025 17:00:00,18.536457,73.805454,OZONE,1,7
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",14-02-2025 17:00:00,18.547056,73.826908,NH3,2,7
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",14-02-2025 17:00:00,17.6599188,75.9063906,PM10,108,108
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",14-02-2025 17:00:00,17.6599188,75.9063906,NO2,55,55
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",14-02-2025 17:00:00,19.26777,72.97182,PM2.5,61,140
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",14-02-2025 17:00:00,19.222279,72.957979,SO2,8,37
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",14-02-2025 17:00:00,22.1166054,85.3945546,PM10,59,188
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",14-02-2025 17:00:00,21.941841,86.728318,SO2,3,44
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",14-02-2025 17:00:00,20.240790,85.836784,CO,38,99
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",14-02-2025 17:00:00, 16.5038,74.3623,SO2,22,44
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",14-02-2025 17:00:00,17.6336264,75.9132495,SO2,NA,NA
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",14-02-2025 17:00:00,17.6336264,75.9132495,OZONE,94,152
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",14-02-2025 17:00:00,25.106006,76.469948,OZONE,15,122
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",14-02-2025 17:00:00,25.747299,71.393989,PM10,77,299
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",14-02-2025 17:00:00,25.747299,71.393989,NO2,6,125
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",14-02-2025 17:00:00,25.747299,71.393989,SO2,5,14
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",14-02-2025 17:00:00,25.747299,71.393989,OZONE,5,89
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",14-02-2025 17:00:00,25.339605,74.618883,PM2.5,28,311
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",14-02-2025 17:00:00,25.339605,74.618883,NO2,9,91
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",14-02-2025 17:00:00,30.649961,76.331442,SO2,NA,NA
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",14-02-2025 17:00:00,30.649961,76.331442,CO,8,152
India,Punjab,Patiala,"Model Town, Patiala - PPCB",14-02-2025 17:00:00,30.349388,76.366642,NH3,4,4
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",14-02-2025 17:00:00,31.0325454,76.5623046,PM2.5,19,159
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",14-02-2025 17:00:00,31.0325454,76.5623046,PM10,20,231
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",14-02-2025 17:00:00,31.0325454,76.5623046,NO2,NA,NA
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",14-02-2025 17:00:00,22.265816,86.174829,OZONE,1,49
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",14-02-2025 17:00:00,22.220833,84.809444,PM2.5,66,181
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",14-02-2025 17:00:00,22.220833,84.809444,NH3,2,2
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",14-02-2025 17:00:00,21.606865,85.510538,NH3,8,9
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",14-02-2025 17:00:00,21.606865,85.510538,OZONE,10,66
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",14-02-2025 17:00:00,20.9360711,85.1707021,NO2,27,39
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",14-02-2025 17:00:00,20.9360711,85.1707021,OZONE,4,45
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",14-02-2025 17:00:00,11.9309,79.8027,NO2,5,38
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",14-02-2025 17:00:00,31.620000,74.876512,SO2,2,46
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",14-02-2025 17:00:00,31.321907,75.578914,PM2.5,31,140
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",14-02-2025 17:00:00,31.321907,75.578914,OZONE,11,71
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",14-02-2025 17:00:00,30.736056 ,76.209694,SO2,8,28
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",14-02-2025 17:00:00,30.9028,75.8086,SO2,4,27
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",14-02-2025 17:00:00,24.892047,74.623527,NH3,2,29
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",14-02-2025 17:00:00,26.895552,76.334753,PM10,71,410
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",14-02-2025 17:00:00,26.699557,77.898881,PM2.5,17,58
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",14-02-2025 17:00:00,28.207266,76.829265,NH3,4,9
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",14-02-2025 17:00:00,28.018792,73.292658,PM10,54,434
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",14-02-2025 17:00:00,28.018792,73.292658,NH3,6,13
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",14-02-2025 17:00:00,28.018792,73.292658,OZONE,1,122
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",14-02-2025 17:00:00,26.699557,77.898881,PM10,25,89
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",14-02-2025 17:00:00,23.837789,73.714926,NH3,4,7
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",14-02-2025 17:00:00,26.902909,75.836858,SO2,20,57
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",14-02-2025 17:00:00,27.554793,76.611536,SO2,11,61
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",14-02-2025 17:00:00,23.555190,74.440010,SO2,1,14
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",14-02-2025 17:00:00,25.106006,76.469948,PM10,53,150
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",14-02-2025 17:00:00,25.344694,72.626208,NO2,22,119
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",14-02-2025 17:00:00,25.344694,72.626208,NH3,6,11
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",14-02-2025 17:00:00,25.344694,72.626208,OZONE,5,94
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",14-02-2025 17:00:00,24.588397,76.172782,PM10,57,182
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",14-02-2025 17:00:00,24.588397,76.172782,CO,34,103
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",14-02-2025 17:00:00,24.588397,76.172782,OZONE,5,97
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",14-02-2025 17:00:00,28.108988,75.386577,PM10,53,229
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",14-02-2025 17:00:00,26.268249,73.0193853,PM2.5,42,279
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",14-02-2025 17:00:00,26.268249,73.0193853,NO2,4,70
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",14-02-2025 17:00:00,26.268249,73.0193853,SO2,1,18
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",14-02-2025 17:00:00,26.268249,73.0193853,CO,2,102
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",14-02-2025 17:00:00,26.295810,73.082283,PM2.5,22,278
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",14-02-2025 17:00:00,26.295810,73.082283,OZONE,1,59
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",14-02-2025 17:00:00,26.215415,73.070156,PM10,83,320
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",14-02-2025 17:00:00,26.358805,73.047444,PM10,66,318
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",14-02-2025 17:00:00,26.358805,73.047444,CO,14,60
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",14-02-2025 17:00:00,26.253384,72.976571,PM10,80,417
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",14-02-2025 17:00:00,24.041198,74.780702,NO2,14,100
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",14-02-2025 17:00:00,24.041198,74.780702,NH3,3,5
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",14-02-2025 17:00:00,24.041198,74.780702,OZONE,29,118
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",14-02-2025 17:00:00,25.036360,73.883502,PM2.5,13,329
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",14-02-2025 17:00:00,25.036360,73.883502,NH3,8,36
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",14-02-2025 17:00:00,27.608912,75.153302,SO2,3,10
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",14-02-2025 17:00:00,24.885261,72.857549,CO,13,82
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",14-02-2025 17:00:00,11.06825,79.07033,SO2,9,9
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",14-02-2025 17:00:00,11.06825,79.07033,OZONE,48,165
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",14-02-2025 17:00:00,12.8777316,80.0834807,CO,19,21
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-02-2025 17:00:00,12.9099161,80.1076538,PM10,44,94
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-02-2025 17:00:00,12.9099161,80.1076538,NO2,17,23
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",14-02-2025 17:00:00,12.9099161,80.1076538,CO,26,80
India,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",14-02-2025 17:00:00,29.931624,73.864511,NO2,35,145
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",14-02-2025 17:00:00,24.5886166,73.6321397,PM10,68,186
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",14-02-2025 17:00:00,24.5886166,73.6321397,CO,5,110
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",14-02-2025 17:00:00,27.338530,88.614099,PM2.5,92,202
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",14-02-2025 17:00:00,27.338530,88.614099,OZONE,10,50
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",14-02-2025 17:00:00,26.843698,75.766894,PM2.5,12,182
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",14-02-2025 17:00:00,26.9164092,75.7994901,NH3,33,69
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",14-02-2025 17:00:00,26.9164092,75.7994901,CO,22,70
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",14-02-2025 17:00:00,26.9164092,75.7994901,OZONE,10,53
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",14-02-2025 17:00:00,26.786682,75.827928,PM10,62,256
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",14-02-2025 17:00:00,26.786682,75.827928,OZONE,1,136
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",14-02-2025 17:00:00,25.196024,75.855668,NH3,8,24
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",14-02-2025 17:00:00,25.14389,75.821256,PM2.5,52,227
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",14-02-2025 17:00:00,25.14389,75.821256,NH3,5,12
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",14-02-2025 17:00:00,25.14389,75.821256,OZONE,10,21
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",14-02-2025 17:00:00,25.771061, 73.340227,NH3,5,14
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",14-02-2025 17:00:00,26.960669,75.771817,SO2,1,76
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",14-02-2025 17:00:00,26.960669,75.771817,CO,2,152
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",14-02-2025 17:00:00,26.9502929,75.730943,SO2,17,40
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",14-02-2025 17:00:00,25.344694,72.626208,PM2.5,42,302
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",14-02-2025 17:00:00,26.506177,77.025989,PM10,54,190
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",14-02-2025 17:00:00,26.506177,77.025989,NH3,NA,NA
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",14-02-2025 17:00:00,25.164090,75.858137,PM10,70,329
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",14-02-2025 17:00:00,25.164090,75.858137,CO,22,103
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",14-02-2025 17:00:00,17.540891,78.358528,NH3,1,1
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",14-02-2025 17:00:00,17.540891,78.358528,CO,24,108
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",14-02-2025 17:00:00,17.470431,78.566959,PM2.5,43,86
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",14-02-2025 17:00:00,17.518400,78.278777,PM2.5,50,188
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",14-02-2025 17:00:00,17.518400,78.278777,NO2,5,93
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",14-02-2025 17:00:00,17.518400,78.278777,SO2,8,78
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",14-02-2025 17:00:00,17.518400,78.278777,OZONE,1,60
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",14-02-2025 17:00:00,17.5316895,78.218939,PM2.5,55,178
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",14-02-2025 17:00:00,17.585705,78.126199,PM10,NA,NA
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",14-02-2025 17:00:00,17.585705,78.126199,SO2,5,11
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",14-02-2025 17:00:00,17.393559,78.339194,PM2.5,67,86
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",14-02-2025 17:00:00,17.393559,78.339194,OZONE,1,93
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",14-02-2025 17:00:00,17.544899,78.486949,NH3,3,5
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",14-02-2025 17:00:00,9.36399,78.831977,PM10,6,48
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",14-02-2025 17:00:00,11.679111,78.125052,SO2,29,33
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB",14-02-2025 17:00:00,10.7654824,79.1389968,PM10,29,60
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB",14-02-2025 17:00:00,10.7654824,79.1389968,NO2,9,12
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB",14-02-2025 17:00:00,10.7654824,79.1389968,NH3,2,2
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB",14-02-2025 17:00:00,10.7654824,79.1389968,SO2,17,17
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",14-02-2025 17:00:00,8.816428 ,78.099039,PM10,20,45
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",14-02-2025 17:00:00,8.816428 ,78.099039,OZONE,13,21
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB",14-02-2025 17:00:00,8.728442,77.6962,NO2,8,18
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB",14-02-2025 17:00:00,8.728442,77.6962,OZONE,6,7
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB",14-02-2025 17:00:00,9.559382,77.948828,NH3,4,5
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB",14-02-2025 17:00:00,12.864618,79.659968,SO2,15,16
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",14-02-2025 17:00:00,9.865935,78.022669,NH3,2,2
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",14-02-2025 17:00:00,9.865935,78.022669,SO2,13,13
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",14-02-2025 17:00:00,9.865935,78.022669,CO,12,12
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB",14-02-2025 17:00:00,10.798548,79.838212,PM2.5,13,52
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB",14-02-2025 17:00:00,10.798548,79.838212,NO2,4,5
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",14-02-2025 17:00:00,13.1278,80.2642,NH3,3,6
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",14-02-2025 17:00:00,13.1662,80.2584,PM2.5,4,85
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",14-02-2025 17:00:00,13.1662,80.2584,NH3,1,2
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",14-02-2025 17:00:00,13.1662,80.2584,SO2,13,18
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",14-02-2025 17:00:00,13.1662,80.2584,OZONE,29,46
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",14-02-2025 17:00:00,12.9533,80.2357,PM2.5,16,76
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",14-02-2025 17:00:00,10.942451,76.978996,SO2,18,19
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",14-02-2025 17:00:00,11.7637683,79.7499835,PM10,NA,NA
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",14-02-2025 17:00:00,13.4127,80.1081,NO2,24,63
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",14-02-2025 17:00:00,13.4127,80.1081,NH3,3,6
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",14-02-2025 17:00:00,12.9533,80.2357,NO2,6,28
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",14-02-2025 17:00:00,13.0052189,80.2398125,NH3,4,5
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",14-02-2025 17:00:00,13.0052189,80.2398125,SO2,8,11
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",14-02-2025 17:00:00,10.942451,76.978996,PM2.5,16,103
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB",14-02-2025 17:00:00,10.798548,79.838212,OZONE,1,75
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB",14-02-2025 17:00:00,11.4068288,76.7138973,PM10,33,149
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",14-02-2025 17:00:00,27.168897,78.376960,PM10,43,85
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",14-02-2025 17:00:00,27.168897,78.376960,NH3,1,2
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",14-02-2025 17:00:00,27.1594,78.3953,OZONE,14,31
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",14-02-2025 17:00:00,28.646233,77.358075,NO2,62,106
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",14-02-2025 17:00:00,28.646233,77.358075,NH3,5,10
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",14-02-2025 17:00:00,28.646233,77.358075,SO2,7,12
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",14-02-2025 17:00:00,28.757294,77.278792,CO,34,55
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",14-02-2025 17:00:00,28.359581,79.414455,PM2.5,NA,NA
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",14-02-2025 17:00:00,28.359581,79.414455,CO,6,20
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",14-02-2025 17:00:00,28.38910936,79.42963708,NH3,1,2
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",14-02-2025 17:00:00,28.38910936,79.42963708,CO,8,18
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",14-02-2025 17:00:00,28.406963,77.849831,NO2,42,104
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",14-02-2025 17:00:00,28.406963,77.849831,NH3,10,18
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",14-02-2025 17:00:00,27.19412,77.96237,NO2,23,23
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",14-02-2025 17:00:00,27.169338,78.03582,NH3,1,1
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",14-02-2025 17:00:00,27.19862,77.92066,PM2.5,NA,NA
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",14-02-2025 17:00:00,27.19862,77.92066,NO2,19,87
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",14-02-2025 17:00:00,27.19862,77.92066,SO2,12,18
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",14-02-2025 17:00:00,27.19862,77.92066,OZONE,2,10
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",14-02-2025 17:00:00,28.685382,77.453839,NH3,4,6
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",14-02-2025 17:00:00,26.730136,83.433859,NO2,11,12
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",14-02-2025 17:00:00,26.730136,83.433859,OZONE,10,22
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",14-02-2025 17:00:00,28.47272,77.482000,NO2,24,89
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",14-02-2025 17:00:00,23.8175497,91.2726974,NH3,9,14
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",14-02-2025 17:00:00,23.8175497,91.2726974,SO2,19,29
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",14-02-2025 17:00:00,23.8175497,91.2726974,OZONE,7,172
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",14-02-2025 17:00:00,27.23711,78.01936,PM2.5,4,53
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",14-02-2025 17:00:00,27.106972,78.000111,OZONE,9,11
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",14-02-2025 17:00:00,26.428282,80.327067,SO2,30,31
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",14-02-2025 17:00:00,26.509954,80.249612,NO2,24,24
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",14-02-2025 17:00:00,26.4703136,80.3229863,PM10,16,36
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",14-02-2025 17:00:00,26.4703136,80.3229863,NO2,16,44
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",14-02-2025 17:00:00,26.4703136,80.3229863,OZONE,6,86
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",14-02-2025 17:00:00,28.557054,77.453663,PM10,56,145
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",14-02-2025 17:00:00,28.557054,77.453663,NO2,42,74
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",14-02-2025 17:00:00,28.725645,77.749675,PM10,48,90
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",14-02-2025 17:00:00,28.725645,77.749675,NO2,23,48
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",14-02-2025 17:00:00,28.725645,77.749675,NH3,5,8
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",14-02-2025 17:00:00,17.429398,78.569354,NO2,19,19
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",14-02-2025 17:00:00,17.37206,78.50864,PM10,57,86
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",14-02-2025 17:00:00,17.528544,78.286195,PM2.5,29,46
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",14-02-2025 17:00:00,17.528544,78.286195,OZONE,39,39
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",14-02-2025 17:00:00,17.417094,78.457437,NH3,3,6
